System_ID,Battery_Voltage,RTC_Drift_sec_per_day,Boot_Errors_Count,CMOS_Warning_Flag,Reset_BIOS_Flag,Power_Cycle_Count,System_Age_Years,Ambient_Temperature_C,Failure_Label,Failure_Mode,Failure_Flag
SYS-0378,3.06,15,2,0,0,2330,8.9,39.8,1,1,1
SYS-0379,3.3,52,1,0,0,2787,2.9,33.4,0,0,0
SYS-0380,3.25,66,0,0,0,2933,3.3,28.8,0,0,0
SYS-0381,2.71,116,3,0,0,2917,4.3,22.5,0,0,0
SYS-0382,2.95,72,0,1,0,2250,9.2,23.4,1,1,1
SYS-0383,2.79,44,2,0,1,1928,1.0,32.3,0,0,0
SYS-0384,2.92,83,2,0,0,394,2.7,23.4,0,0,0
SYS-0385,3.22,124,3,0,1,705,1.5,31.7,1,4,1
SYS-0386,2.94,118,1,0,0,1048,6.9,32.3,0,0,0
SYS-0387,3.3,4,2,0,0,542,8.5,34.6,0,0,0
SYS-0388,2.92,52,1,1,0,1303,9.9,33.3,0,0,0
SYS-0389,2.86,78,0,0,0,1975,8.4,31.4,1,1,1
SYS-0390,3.08,88,8,1,0,2355,3.131754821278049,25.0,1,4,1
SYS-0391,3.08,64,1,0,0,1207,5.0,33.4,0,0,0
SYS-0392,3.0,46,2,0,0,1426,8.3,31.7,0,0,0
SYS-0393,3.22,14,1,0,0,1225,5.6,24.5,0,0,0
SYS-0394,3.03,52,0,0,0,2739,9.2,28.0,0,0,0
SYS-0395,2.31,42,2,0,0,2565,5.1,31.4,1,1,1
SYS-0396,2.74,17,2,0,0,2335,8.1,30.9,0,0,0
SYS-0397,2.78,90,6,0,0,2870,1.0921474338436274,30.7,1,4,1
SYS-0398,3.12,116,2,0,1,2099,6.1,29.8,0,0,0
SYS-0399,3.15,108,2,0,0,242,2.1,27.1,0,0,0
SYS-0400,2.59,69,1,0,0,3174,8.033855731171919,27.6,1,1,1
SYS-0401,3.17,35,1,0,1,1793,5.1,33.9,0,0,0
SYS-0402,2.67,95,2,0,0,635,4.6,37.0,1,1,1
SYS-0403,3.1,45,2,0,0,2900,7.6,33.5,0,0,0
SYS-0404,3.02,80,2,0,0,2729,3.4,25.4,0,0,0
SYS-0405,2.85,12,1,0,0,1985,6.4,37.6,0,0,0
SYS-0406,2.85,56,1,0,0,1658,4.2,33.5,0,0,0
SYS-0407,2.81,64,0,1,0,578,7.9,33.2,0,0,0
SYS-0408,3.0,54,3,1,0,450,0.8779307303662256,34.4,1,4,1
SYS-0409,3.04,62,5,1,0,479,1.2850329248869667,31.7,1,4,1
SYS-0410,3.11,11,0,0,0,1065,7.9,33.1,0,0,0
SYS-0411,2.86,152,1,0,0,2234,4.0,36.0,0,0,0
SYS-0412,2.6,141,0,0,0,2440,2.3,28.5,1,1,1
SYS-0413,2.61,48,1,0,0,986,1.1,27.9,1,4,1
SYS-0414,2.61,20,3,0,0,1972,3.978435529574755,32.2,1,1,1
SYS-0415,3.27,119,1,1,0,2372,6.0,28.9,0,0,0
SYS-0416,3.3,0,0,0,0,1328,3.4,36.3,0,0,0
SYS-0417,2.77,19,2,0,1,2512,5.9,27.0,0,0,0
SYS-0418,3.3,115,0,0,0,1427,6.9,32.2,0,0,0
SYS-0419,3.3,46,2,1,0,1795,3.8,35.0,0,0,0
SYS-0420,3.04,42,1,0,0,1275,8.5,26.7,0,0,0
SYS-0421,2.55,62,8,0,0,1533,6.0,36.4,1,4,1
SYS-0422,3.22,109,1,0,0,2564,4.3,24.4,0,0,0
SYS-0423,2.61,112,2,0,0,957,8.7,32.0,1,1,1
SYS-0424,3.07,69,1,1,0,1979,3.6,31.4,0,0,0
SYS-0425,3.02,15,2,0,0,2508,3.3,30.1,0,0,0
SYS-0426,3.03,1,3,0,0,2725,8.0,34.1,1,1,1
SYS-0427,2.9,82,2,0,0,1479,3.6,28.3,0,0,0
SYS-0428,2.77,84,1,1,0,1872,4.8,28.5,0,0,0
SYS-0429,3.03,168,7,1,0,851,1.2605785254876687,30.1,1,4,1
SYS-0430,2.81,23,3,0,0,1735,8.7,20.5,0,0,0
SYS-0431,3.13,63,3,0,0,1285,4.9,42.4,0,0,0
SYS-0432,2.87,110,3,1,0,1702,5.6,33.6,1,4,1
SYS-0433,3.3,23,2,0,0,1278,3.5,23.8,0,0,0
SYS-0434,3.03,28,0,0,0,2984,5.9,36.0,0,0,0
SYS-0435,2.61,55,1,0,0,1282,4.062428874386658,38.2,1,1,1
SYS-0436,2.84,78,6,0,0,2847,3.227438227063712,27.9,1,4,1
SYS-0437,2.98,80,0,0,0,2282,3.0,32.7,0,0,0
SYS-0438,2.6,107,0,0,0,1557,1.2,30.3,1,1,1
SYS-0439,3.07,103,0,0,0,2347,2.9,31.4,0,0,0
SYS-0440,3.16,113,2,0,0,300,8.3,32.7,0,0,0
SYS-0441,3.0,75,6,0,0,450,0.3,34.4,1,4,1
SYS-0442,3.05,75,0,0,0,406,8.9,32.9,0,0,0
SYS-0443,2.95,140,1,0,0,2962,3.5,33.3,0,0,0
SYS-0444,2.75,73,0,0,0,305,6.1,34.1,0,0,0
SYS-0445,3.1,106,2,0,1,575,2.2,27.9,0,0,0
SYS-0446,3.01,57,1,0,0,985,9.5,32.1,0,0,0
SYS-0447,3.2,77,2,1,0,1188,5.6,42.0,0,0,0
SYS-0448,2.96,60,1,0,0,2098,3.1,40.0,0,0,0
SYS-0449,2.75,28,7,1,0,2902,2.8262190734250585,29.5,1,4,1
SYS-0450,3.1,49,0,0,0,2123,6.3,33.3,0,0,0
SYS-0451,3.03,121,5,1,0,2602,2.5837520239105007,33.5,1,4,1
SYS-0452,3.25,32,1,0,0,2103,8.5,32.9,0,0,0
SYS-0453,3.28,70,7,0,0,1024,0.3,32.2,1,4,1
SYS-0454,2.92,111,7,0,0,1113,0.4469640675351949,36.1,1,4,1
SYS-0455,3.09,88,0,0,0,1941,6.1,29.8,0,0,0
SYS-0456,3.13,27,1,0,0,2434,1.5,27.6,0,0,0
SYS-0457,2.46,3,1,0,0,679,1.7,32.8,1,4,1
SYS-0458,2.66,96,7,1,0,207,0.3,31.4,1,4,1
SYS-0459,3.3,34,1,0,0,675,5.4,35.3,0,0,0
SYS-0460,2.57,78,5,1,0,540,1.5273032562992297,28.1,1,4,1
SYS-0461,2.68,51,1,0,0,1284,6.4,35.8,1,1,1
SYS-0462,3.06,7,1,0,0,1582,3.6,33.4,0,0,0
SYS-0463,3.27,43,1,1,0,2195,1.1,35.4,0,0,0
SYS-0464,2.57,42,5,1,0,1322,0.34431141859902503,24.2,1,4,1
SYS-0465,2.86,34,1,0,0,846,6.3,30.4,0,0,0
SYS-0466,3.03,85,0,0,0,974,2.7,30.0,0,0,0
SYS-0467,2.8,25,1,0,0,2694,2.2,29.3,0,0,0
SYS-0468,2.95,80,1,0,0,589,4.7,32.2,0,0,0
SYS-0469,3.3,37,0,0,0,1563,8.7,45.0,0,0,0
SYS-0470,2.82,48,3,0,0,752,7.4,36.1,0,0,0
SYS-0471,2.51,118,1,0,0,1303,9.24726047231997,39.2,1,1,1
SYS-0472,3.21,33,5,1,0,741,1.1904204333517938,26.6,1,4,1
SYS-0473,3.21,37,2,0,0,553,7.6,29.0,0,0,0
SYS-0474,3.04,33,0,0,0,1144,7.7,34.2,0,0,0
SYS-0475,3.01,68,1,0,0,1908,3.2,22.2,0,0,0
SYS-0476,3.01,70,1,0,0,948,1.5,31.4,0,0,0
SYS-0477,3.23,40,0,0,0,1212,5.3,28.7,0,0,0
SYS-0478,3.1,39,1,0,0,313,7.5,25.7,0,0,0
SYS-0479,3.24,54,3,0,0,2654,3.0,25.8,1,4,1
SYS-0480,3.01,61,0,0,0,858,7.5,29.6,0,0,0
SYS-0481,3.3,6,2,0,0,2221,4.7,31.2,0,0,0
SYS-0482,2.74,39,0,0,0,449,6.1,28.5,0,0,0
SYS-0483,3.24,103,4,0,0,1927,3.3,27.6,1,4,1
SYS-0484,2.78,67,0,0,0,2937,5.3,26.1,0,0,0
SYS-0485,3.09,46,0,0,1,2235,1.6,34.9,0,0,0
SYS-0486,2.47,69,0,0,0,2312,6.0,37.5,1,1,1
SYS-0487,3.17,86,2,0,0,1000,7.1,39.6,0,0,0
SYS-0488,3.3,75,1,0,1,1900,3.1,35.4,0,0,0
SYS-0489,2.53,47,1,0,0,2708,7.7,35.8,1,1,1
SYS-0490,3.2,128,2,0,0,2326,3.9,26.9,1,1,1
SYS-0491,3.06,141,1,0,0,584,6.0,32.3,0,0,0
SYS-0492,2.89,9,3,0,0,1162,2.1,33.6,1,4,1
SYS-0493,3.3,74,3,0,0,2779,3.5,25.2,1,4,1
SYS-0494,3.01,90,3,1,0,1050,3.3,30.3,1,4,1
SYS-0495,3.05,35,0,1,0,1293,3.4,27.3,0,0,0
SYS-0496,3.3,113,1,0,0,1123,5.8,35.3,0,0,0
SYS-0497,2.97,148,2,0,0,2615,5.5,33.0,1,1,1
SYS-0498,2.65,95,1,0,0,2772,2.8,34.6,1,1,1
SYS-0499,2.9,99,3,0,0,275,9.8,33.3,0,0,0
SYS-0500,3.1,92,3,1,0,1231,3.3,28.6,1,4,1
SYS-0501,2.97,40,0,0,0,1148,1.5,43.0,0,0,0
SYS-0502,2.57,56,8,0,0,540,1.6758614877843003,28.1,1,4,1
SYS-0503,3.08,52,0,0,0,2294,5.2,32.9,0,0,0
SYS-0504,2.85,74,3,0,0,832,1.8,35.0,1,4,1
SYS-0505,3.16,85,1,0,0,2019,7.9,30.3,1,1,1
SYS-0506,2.84,27,1,0,0,1629,4.4,19.6,0,0,0
SYS-0507,2.61,39,4,1,1,409,6.0,27.7,1,4,1
SYS-0508,2.91,39,1,0,0,2656,7.1,37.4,1,1,1
SYS-0509,2.8,62,0,1,0,847,9.6,30.2,0,0,0
SYS-0510,2.57,114,1,0,1,2357,7.6,31.8,1,1,1
SYS-0511,2.79,55,3,0,0,1092,1.5,39.7,1,4,1
SYS-0512,2.56,34,0,0,0,2923,1.1,38.6,1,1,1
SYS-0513,2.64,27,3,0,0,695,7.5,30.2,1,1,1
SYS-0514,3.26,147,3,1,0,486,4.8,34.6,1,4,1
SYS-0515,3.3,129,2,0,1,2151,9.27310872459084,32.1,1,1,1
SYS-0516,2.57,81,3,0,1,1155,3.2,31.1,1,4,1
SYS-0517,3.02,74,4,1,0,2762,1.2617031340452511,23.2,1,4,1
SYS-0518,2.93,86,4,0,0,2679,9.3,36.5,1,1,1
SYS-0519,2.86,37,0,1,0,486,2.5,32.6,0,0,0
SYS-0520,2.89,32,0,0,0,2998,7.1,30.6,0,0,0
SYS-0521,3.05,24,1,0,0,2609,3.6,24.1,0,0,0
SYS-0522,2.68,71,0,0,1,2143,2.6,33.8,1,1,1
SYS-0523,2.76,88,5,0,0,2376,1.7769112054583291,24.1,1,4,1
SYS-0524,2.98,53,2,1,0,2502,8.0,28.9,0,0,0
SYS-0525,3.1,61,2,0,0,1360,6.2,30.1,0,0,0
SYS-0526,2.86,2,1,0,0,665,1.8,28.4,0,0,0
SYS-0527,2.53,64,7,1,0,2229,2.0923599119856666,27.6,1,4,1
SYS-0528,3.14,84,1,0,1,1327,5.3,25.2,0,0,0
SYS-0529,2.9,75,1,0,0,1084,4.3,22.6,0,0,0
SYS-0530,3.3,20,9,0,0,2694,0.3,37.3,1,4,1
SYS-0531,2.56,7,0,0,0,1374,5.3,30.4,1,1,1
SYS-0532,2.95,5,2,0,0,593,4.6,21.2,0,0,0
SYS-0533,3.29,87,0,0,0,1089,4.2,31.8,0,0,0
SYS-0534,2.69,73,1,0,1,2757,10.0,42.5,1,1,1
SYS-0535,3.3,47,0,0,0,2476,2.0,36.6,0,0,0
SYS-0536,2.97,61,1,0,0,2777,9.9,38.4,1,1,1
SYS-0537,3.3,51,0,0,0,2620,6.3,35.2,0,0,0
SYS-0538,3.21,33,1,0,0,2885,3.1,27.8,0,0,0
SYS-0539,3.04,6,1,0,0,1298,1.9,37.8,0,0,0
SYS-0540,3.09,42,3,0,0,1542,9.9,32.2,0,0,0
SYS-0541,2.21,57,1,0,0,1118,8.4,33.9,1,1,1
SYS-0542,2.85,109,0,0,0,2067,4.8,28.7,0,0,0
SYS-0543,2.99,97,5,1,0,2929,1.6879350293870807,37.7,1,4,1
SYS-0544,2.42,63,4,0,0,1509,8.7,33.5,1,1,1
SYS-0545,3.25,30,4,1,0,2426,1.2943259605767765,24.8,1,4,1
SYS-0546,2.85,38,0,0,0,394,2.6,30.9,0,0,0
SYS-0547,2.8,24,0,0,0,1816,8.8,31.7,0,0,0
SYS-0548,2.69,92,7,1,0,621,0.3,32.0,1,4,1
SYS-0549,3.3,17,0,1,1,1581,6.9,22.7,0,0,0
SYS-0550,2.83,69,2,0,0,2620,7.3,26.4,0,0,0
SYS-0551,2.94,70,1,0,0,884,8.0,39.8,0,0,0
SYS-0552,2.86,41,1,0,1,1067,8.1,24.6,0,0,0
SYS-0553,2.91,83,0,0,0,2627,2.2,18.3,0,0,0
SYS-0554,2.76,14,0,0,0,1336,6.7,34.0,0,0,0
SYS-0555,3.16,20,1,0,0,1681,7.8,41.6,0,0,0
SYS-0556,3.2,124,0,0,0,2573,6.5,28.0,0,0,0
SYS-0557,3.07,81,1,0,0,2198,4.0,32.2,0,0,0
SYS-0558,3.3,166,5,1,1,536,4.360623833505348,33.8,1,4,1
SYS-0559,2.61,36,5,0,1,1829,1.8415040960979907,35.7,1,4,1
SYS-0560,2.63,82,1,1,0,1360,8.6,35.0,1,1,1
SYS-0561,2.89,45,0,1,0,2429,1.8,31.0,0,0,0
SYS-0562,2.84,166,5,1,1,2655,1.2812823738591839,28.8,1,4,1
SYS-0563,2.88,60,0,0,0,2177,3.8,29.8,0,0,0
SYS-0564,3.14,57,1,0,0,2525,7.2,33.8,0,0,0
SYS-0565,3.24,158,0,0,0,1279,1.6,25.7,0,0,0
SYS-0566,3.23,37,1,0,0,2269,6.9,31.8,0,0,0
SYS-0567,2.42,30,1,0,0,1975,2.2,24.4,1,1,1
SYS-0568,3.1,114,1,0,0,1999,3.9,32.5,0,0,0
SYS-0569,2.95,76,1,0,0,655,4.9,30.0,0,0,0
SYS-0570,3.3,20,2,0,1,526,1.3,26.5,0,0,0
SYS-0571,2.99,59,1,0,0,2315,1.6,35.6,0,0,0
SYS-0572,3.25,65,3,0,0,2892,2.1,26.4,1,4,1
SYS-0573,2.68,77,0,0,0,2478,6.3,31.4,1,1,1
SYS-0574,3.22,97,9,0,0,1977,5.6039438833328585,30.7,1,4,1
SYS-0575,2.54,60,1,0,0,1086,7.8,24.7,1,1,1
SYS-0576,2.35,20,3,1,0,936,0.6467399140355401,28.3,1,4,1
SYS-0577,2.96,102,2,0,0,593,2.8,25.0,0,0,0
SYS-0578,3.3,65,2,0,0,887,5.8,35.2,0,0,0
SYS-0579,2.98,20,10,1,0,1596,6.0,24.1,1,4,1
SYS-0580,2.95,91,0,1,0,2810,2.2,27.8,0,0,0
SYS-0581,3.1,110,1,0,0,554,1.7,40.6,0,0,0
SYS-0582,3.06,104,2,0,0,2227,10.55780250179517,24.2,1,1,1
SYS-0583,3.15,102,2,0,0,931,7.8,30.2,0,0,0
SYS-0584,2.83,44,6,1,0,1815,0.3,31.6,1,4,1
SYS-0585,2.76,135,5,1,0,2456,4.303037001297167,33.2,1,4,1
SYS-0586,3.3,47,3,0,0,1819,2.2,32.2,1,4,1
SYS-0587,2.77,113,3,0,0,2410,9.515875521605984,33.5,1,1,1
SYS-0588,2.67,48,2,0,0,2349,4.3,28.3,1,1,1
SYS-0589,2.97,100,4,0,0,3079,10.344559699344993,30.8,1,1,1
SYS-0590,3.03,42,3,0,0,1592,6.4,30.2,0,0,0
SYS-0591,3.3,46,1,0,0,1023,1.0,30.7,0,0,0
SYS-0592,2.82,82,0,0,0,2473,7.0,29.1,1,1,1
SYS-0593,3.08,52,2,0,0,2493,2.3,38.2,0,0,0
SYS-0594,2.74,71,1,0,0,600,8.5,30.1,0,0,0
SYS-0595,2.72,40,1,0,0,1425,9.3,38.5,0,0,0
SYS-0596,2.86,58,0,0,0,1330,1.4,24.7,0,0,0
SYS-0597,3.03,64,0,0,0,1605,1.1,23.4,0,0,0
SYS-0598,2.58,93,1,0,0,1325,9.9,33.5,1,1,1
SYS-0599,3.27,84,0,0,0,1769,6.6,39.2,0,0,0
SYS-0600,3.06,139,1,0,0,2724,2.3,26.2,0,0,0
SYS-0601,3.1,20,3,1,0,1299,1.7,33.4,1,4,1
SYS-0602,3.18,71,1,0,0,417,1.9,37.2,0,0,0
SYS-0603,2.4,63,3,0,1,101,7.329604556791807,34.5,1,1,1
SYS-0604,2.61,65,2,0,0,1439,2.2,31.9,1,1,1
SYS-0605,2.88,20,6,1,0,2533,0.3,24.1,1,4,1
SYS-0606,2.85,78,8,0,0,1719,2.4767990001803515,18.4,1,4,1
SYS-0607,3.12,4,1,0,0,733,6.9,33.4,0,0,0
SYS-0608,2.97,32,3,0,0,257,6.1,31.5,0,0,0
SYS-0609,3.03,46,2,0,0,2035,1.1,37.9,0,0,0
SYS-0610,3.1,138,6,1,0,2114,3.343656241267869,32.7,1,4,1
SYS-0611,2.82,72,2,0,0,1398,6.5,35.1,0,0,0
SYS-0612,2.72,72,1,0,0,1304,8.0,21.4,0,0,0
SYS-0613,3.0,111,4,1,1,2705,4.9517985228789705,19.4,1,4,1
SYS-0614,2.44,134,6,0,0,464,3.051234658251161,30.6,1,4,1
SYS-0615,2.77,66,2,0,1,2285,3.9,37.7,0,0,0
SYS-0616,2.45,59,1,0,0,1238,7.767245146355653,33.2,1,1,1
SYS-0617,2.99,158,3,0,0,3293,10.240680836945058,35.7,1,1,1
SYS-0618,3.23,54,3,1,0,1333,8.2,25.7,0,0,0
SYS-0619,2.99,65,1,0,0,1565,7.3,27.6,0,0,0
SYS-0620,2.83,34,1,0,0,1105,5.7,32.7,0,0,0
SYS-0621,2.84,71,3,0,0,1805,9.9,37.8,1,1,1
SYS-0622,3.24,34,1,0,0,2918,1.5,36.3,0,0,0
SYS-0623,2.87,168,3,0,1,1927,3.8,27.1,1,4,1
SYS-0624,2.89,20,1,0,0,584,2.8,27.4,0,0,0
SYS-0625,2.71,85,0,0,1,1806,1.9,32.6,0,0,0
SYS-0626,3.02,35,1,0,0,524,2.2,24.4,0,0,0
SYS-0627,2.63,109,0,0,0,357,7.1,38.1,1,1,1
SYS-0628,3.3,44,2,1,0,430,7.2,28.8,0,0,0
SYS-0629,2.97,35,1,0,0,2679,3.8,33.7,0,0,0
SYS-0630,3.02,111,1,0,1,2159,3.1,26.8,0,0,0
SYS-0631,3.01,75,0,0,0,1871,9.5,22.2,1,1,1
SYS-0632,2.59,20,4,1,0,1085,1.0250103506266637,27.0,1,4,1
SYS-0633,2.78,106,1,1,0,1414,4.5,39.1,0,0,0
SYS-0634,2.89,12,2,0,0,1833,9.9,29.1,0,0,0
SYS-0635,2.74,31,6,0,0,1673,0.917600095342002,33.1,1,4,1
SYS-0636,2.73,60,0,0,0,1831,7.1,34.2,1,1,1
SYS-0637,3.17,25,0,1,0,2955,2.3,37.4,0,0,0
SYS-0638,2.5,43,1,0,0,1960,9.4,33.6,1,1,1
SYS-0639,3.07,6,1,0,0,2961,5.6,39.5,0,0,0
SYS-0640,3.16,22,1,0,0,1958,2.4,31.3,0,0,0
SYS-0641,2.85,41,2,0,1,2023,5.1,31.6,0,0,0
SYS-0642,2.97,104,4,1,0,865,9.5,28.5,1,4,1
SYS-0643,3.3,57,2,1,0,1005,1.5,36.8,0,0,0
SYS-0644,2.74,42,3,0,0,2205,6.8,37.1,0,0,0
SYS-0645,2.55,97,2,0,0,430,9.5,34.4,1,1,1
SYS-0646,2.7,142,2,0,0,2367,5.2,36.9,1,1,1
SYS-0647,3.24,56,5,0,0,2654,2.0113365102601177,25.8,1,4,1
SYS-0648,2.6,32,0,0,0,2270,9.683964956789941,38.8,1,1,1
SYS-0649,3.26,91,0,0,0,2903,4.5,20.9,0,0,0
SYS-0650,2.88,128,6,1,0,1869,4.401483532236004,26.1,1,4,1
SYS-0651,2.68,130,7,0,0,2787,0.3,37.8,1,4,1
SYS-0652,3.07,75,0,1,0,2767,5.8,32.1,0,0,0
SYS-0653,2.62,20,4,0,0,567,2.9109836599972434,29.3,1,4,1
SYS-0654,3.3,30,1,0,0,1438,7.2,26.4,0,0,0
SYS-0655,3.01,49,0,1,0,1281,2.2,27.2,0,0,0
SYS-0656,2.81,62,3,1,0,243,6.6,34.9,0,0,0
SYS-0657,2.24,29,2,1,0,1354,6.068278999081499,31.0,1,1,1
SYS-0658,2.88,92,1,0,0,1695,4.5,26.7,0,0,0
SYS-0659,3.22,27,0,0,1,2414,2.1,34.0,0,0,0
SYS-0660,3.02,35,5,0,0,2440,4.467955163209657,30.5,1,4,1
SYS-0661,3.2,61,1,0,0,659,9.9,37.7,0,0,0
SYS-0662,2.56,77,1,0,0,1466,9.5,28.7,1,1,1
SYS-0663,2.49,102,0,0,0,868,2.5,29.6,1,1,1
SYS-0664,2.69,81,0,0,0,3072,6.138650193822799,33.8,1,1,1
SYS-0665,3.08,17,1,0,0,1980,8.6,30.0,0,0,0
SYS-0666,2.8,35,1,1,0,536,2.6,25.1,0,0,0
SYS-0667,3.3,39,1,0,0,2083,9.0,39.4,1,1,1
SYS-0668,2.55,12,1,0,0,2050,6.2,40.8,1,1,1
SYS-0669,3.3,32,2,0,0,1298,1.4,30.0,0,0,0
SYS-0670,3.3,38,1,0,0,1675,3.9,37.2,0,0,0
SYS-0671,3.02,56,6,1,0,2772,2.1087380255048607,19.8,1,4,1
SYS-0672,3.04,89,1,0,0,2118,6.8,30.2,0,0,0
SYS-0673,3.11,129,8,1,1,1622,2.5306129579644843,33.7,1,4,1
SYS-0674,2.88,88,1,0,0,1051,6.2,22.5,0,0,0
SYS-0675,2.76,152,4,1,0,2456,5.1,33.2,1,4,1
SYS-0676,2.75,70,2,0,0,1687,10.0,28.4,0,0,0
SYS-0677,2.6,110,0,0,0,2247,8.0,33.2,1,1,1
SYS-0678,2.83,2,1,0,0,835,3.0,29.8,0,0,0
SYS-0679,2.64,55,1,0,1,1747,9.9,30.7,1,1,1
SYS-0680,3.22,133,6,1,0,429,5.005877205122138,36.2,1,4,1
SYS-0681,3.01,111,5,1,0,1050,3.7723618383328184,30.3,1,4,1
SYS-0682,2.64,84,3,1,0,618,2.6968298575617755,27.8,1,4,1
SYS-0683,2.98,144,4,1,0,2501,3.976351230790189,36.1,1,4,1
SYS-0684,3.02,27,2,1,0,434,4.9,34.5,0,0,0
SYS-0685,2.69,36,1,0,0,2306,5.7,33.3,1,1,1
SYS-0686,3.24,80,6,1,0,941,2.4685335021796964,34.4,1,4,1
SYS-0687,2.64,28,0,0,0,1375,9.6,37.3,1,1,1
SYS-0688,2.65,83,1,0,0,780,4.8,30.4,1,1,1
SYS-0689,2.92,44,0,0,0,2192,5.3,22.2,0,0,0
SYS-0690,3.03,54,1,0,0,815,9.4,29.7,0,0,0
SYS-0691,2.83,29,3,0,0,1815,1.3,31.6,1,4,1
SYS-0692,2.66,19,0,0,0,2265,4.6,33.6,1,1,1
SYS-0693,3.09,83,0,0,0,465,5.3,26.4,0,0,0
SYS-0694,2.93,38,0,0,0,1608,2.2,30.1,0,0,0
SYS-0695,2.78,90,1,0,0,1860,8.3,25.6,1,1,1
SYS-0696,3.07,13,2,0,0,2349,1.3,30.0,0,0,0
SYS-0697,2.99,39,8,1,1,814,5.905366074702237,33.3,1,4,1
SYS-0698,2.44,63,3,0,0,926,5.609998341985882,31.4,1,1,1
SYS-0699,3.3,47,4,0,0,1134,2.4,27.9,1,4,1
SYS-0700,2.55,73,1,0,0,2552,5.4,33.2,1,1,1
SYS-0701,2.81,71,2,0,0,2204,4.9,31.3,0,0,0
SYS-0702,2.85,46,1,0,0,2033,3.9,35.2,0,0,0
SYS-0703,3.27,63,2,1,0,874,8.8,35.4,0,0,0
SYS-0704,3.13,12,1,0,0,2971,5.1,24.8,0,0,0
SYS-0705,2.97,133,0,0,0,2735,9.3,27.7,1,1,1
SYS-0706,2.48,89,2,0,1,2274,2.2,28.9,1,1,1
SYS-0707,2.87,27,1,0,0,1005,3.9,37.8,0,0,0
SYS-0708,2.74,49,2,0,0,1959,5.1,32.4,0,0,0
SYS-0709,2.62,149,2,0,0,2195,5.6,35.4,1,1,1
SYS-0710,2.93,61,1,1,0,2705,4.1,30.0,0,0,0
SYS-0711,3.14,0,2,0,0,1412,3.6,32.5,0,0,0
SYS-0712,2.61,155,1,0,0,1589,6.0,40.0,1,1,1
SYS-0713,3.3,26,1,0,0,678,3.1,30.1,0,0,0
SYS-0714,3.3,40,0,0,0,2732,5.6,33.6,0,0,0
SYS-0715,2.72,6,2,0,0,951,2.8,32.4,0,0,0
SYS-0716,2.83,2,1,0,0,2614,9.5,28.3,0,0,0
SYS-0717,2.75,104,2,0,0,658,5.8,37.9,0,0,0
SYS-0718,2.52,55,6,1,0,368,0.3,23.8,1,4,1
SYS-0719,3.3,88,0,0,0,435,3.1,28.7,0,0,0
SYS-0720,2.61,42,0,0,0,504,5.0,34.4,1,1,1
SYS-0721,2.93,29,2,0,0,1528,3.3,25.2,0,0,0
SYS-0722,2.84,169,3,1,1,2655,0.8691693905252699,28.8,1,4,1
SYS-0723,2.94,28,2,0,0,1607,8.0,27.7,0,0,0
SYS-0724,2.79,147,2,0,0,1321,6.2,35.3,1,1,1
SYS-0725,2.9,117,1,1,0,1970,3.9,34.3,0,0,0
SYS-0726,3.27,80,8,1,0,1335,6.0,32.6,1,4,1
SYS-0727,2.44,126,5,0,0,464,3.4182900144206183,30.6,1,4,1
SYS-0728,3.19,79,1,0,0,2397,6.9,34.3,0,0,0
SYS-0729,2.72,3,1,0,0,1995,7.6,31.9,1,1,1
SYS-0730,3.17,0,0,0,0,1320,8.4,36.3,0,0,0
SYS-0731,2.93,89,1,0,0,2521,7.1,28.7,1,1,1
SYS-0732,3.3,25,2,0,0,1453,9.9,32.8,0,0,0
SYS-0733,2.71,115,0,0,0,477,4.3,32.5,0,0,0
SYS-0734,3.07,27,7,1,0,2747,1.5523683353352744,32.4,1,4,1
SYS-0735,3.15,51,2,0,0,1587,7.6,27.9,0,0,0
SYS-0736,3.13,129,0,0,1,1010,2.4,38.1,0,0,0
SYS-0737,2.96,22,1,0,0,1196,1.6,36.1,0,0,0
SYS-0738,3.05,83,7,0,0,213,1.5324782760092202,35.7,1,4,1
SYS-0739,2.83,84,1,0,0,2694,4.5,23.0,0,0,0
SYS-0740,2.91,81,1,0,0,1418,1.9,32.1,0,0,0
SYS-0741,3.26,115,5,0,0,2570,2.455210558193117,32.1,1,4,1
SYS-0742,2.77,51,0,1,0,1714,8.5,36.4,1,1,1
SYS-0743,2.87,96,0,1,0,2548,7.9,36.4,1,1,1
SYS-0744,2.84,132,4,0,1,2655,1.274842222804962,28.8,1,4,1
SYS-0745,3.21,77,6,1,0,1095,2.0794462530298587,31.3,1,4,1
SYS-0746,2.51,78,1,0,0,262,2.4,40.1,1,1,1
SYS-0747,2.82,14,0,0,0,1731,9.9,39.2,1,1,1
SYS-0748,2.85,28,1,1,1,1301,7.9,37.3,0,0,0
SYS-0749,2.88,76,1,0,0,2847,9.9,32.7,1,1,1
SYS-0750,2.32,34,4,0,0,2670,9.9,31.5,1,1,1
SYS-0751,3.21,103,5,1,0,1631,0.5431965617239872,34.3,1,4,1
SYS-0752,2.99,61,0,0,0,2659,6.2,27.1,0,0,0
SYS-0753,3.08,17,0,0,0,2014,4.7,31.3,0,0,0
SYS-0754,2.82,6,0,0,0,1856,6.1,33.2,0,0,0
SYS-0755,3.25,61,0,0,0,2317,3.0,40.3,0,0,0
SYS-0756,2.41,117,0,0,0,1178,8.8,34.1,1,1,1
